150 Kabupaten/Kota Inflasi (2022=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Indeks Harga Konsumen (2022=100) Menurut Kelompok dan Sub Kelompok 01 Makanan, Minuman dan Tembakau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Makanan, Minuman dan Tembakau",,,,,,,,,,Makanan,,,,,,,,,,Minuman yang Tidak Beralkohol,,,,,,,,,,Rokok dan Tembakau,,,,,,,,,,Minuman Beralkohol,,,,,,,,,
,2024,,,,,,,,,,2024,,,,,,,,,,2024,,,,,,,,,,2024,,,,,,,,,,2024,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober
JEMBER,108.39,109.85,111.81,111.86,111.43,110.5,110.55,110.1,109.46,109.56,108.4,110.13,112.32,112.32,111.74,110.59,110.55,109.99,109.14,109.13,105.27,105.27,105.62,105.59,105.6,105.35,105.65,105.65,105.74,106.93,110.33,110.56,111.7,112.22,112.72,113.14,113.69,113.86,114.44,114.68,-,-,-,-,-,-,-,-,-,-
BANYUWANGI,107.96,109.75,111.03,111.23,110.81,109.73,109.59,108.52,107.71,107.85,108.07,110.29,111.9,112.14,111.6,110.24,110.06,108.43,107.03,107.21,103.75,103.75,103.75,103.75,104.09,104.22,104.22,104.49,107.45,107.45,108.84,108.84,108.84,108.84,108.84,108.87,108.87,110.4,111.52,111.52,-,-,-,-,-,-,-,-,-,-
KAB BOJONEGORO,113.48,114.05,115.58,116.07,113.94,111.58,110.93,109.91,109.19,109.86,115.25,115.95,117.12,117.72,114.92,112,110.97,109.7,108.71,109.1,101.09,101.19,101.97,101.98,101.98,102.02,103.72,103.84,104.57,107.95,111.63,111.63,117.18,117.18,118.68,118.68,118.68,118.68,118.68,118.85,-,-,-,-,-,-,-,-,-,-
KAB GRESIK,105.55,107.23,109.27,109.39,109.24,107.93,106.44,106.04,105.58,105.88,105.42,107.37,109.82,109.93,109.57,107.84,105.9,105.38,104.6,104.98,101.53,101.86,101.95,101.95,101.99,102.18,102.37,102.53,103.23,103.23,114.12,114.7,115.04,115.51,117.74,119.03,120.06,120.27,121.59,121.59,-,-,-,-,-,-,-,-,-,-
SUMENEP,112.28,114.36,116.23,116.48,113.26,112.14,112.46,111.7,111.49,112.2,113.01,115.42,117.37,117.46,113.13,111.66,111.76,110.71,110.21,111.01,103.56,103.72,106.23,106.41,106.41,106.41,106.41,106.41,108.51,108.66,112.62,113.93,115.18,116.2,116.76,116.8,118.29,118.59,118.67,119.23,-,-,-,-,-,-,-,-,-,-
KOTA KEDIRI,108.31,110.44,112.58,111.74,110.7,109.24,108.96,108.11,107.18,107.62,108.61,111.27,113.94,112.7,111.29,109.45,109.09,108.02,106.54,107.07,103.33,103.13,103.13,103.85,103.91,104,104,104,105.57,105.77,109.37,109.38,109.43,110.25,110.96,111.01,111.04,111.1,112.2,112.27,-,-,-,-,-,-,-,-,-,-
KOTA MALANG,109.27,111.05,112.91,112.65,111.89,110.47,110,109.28,108.56,108.97,108.69,110.83,113.03,112.64,111.71,109.97,109.34,108.27,107.36,107.65,106.97,106.86,107.15,107.42,107.3,107.25,106.93,108.71,109.14,109.38,116.38,116.5,116.68,117.04,117.28,117.6,118.51,118.86,118.89,120.51,-,-,-,-,-,-,-,-,-,-
KOTA PROBOLINGGO,106.98,108.62,110.81,110.43,109.31,108.36,108.32,107.82,107.47,107.65,106.24,108.19,110.74,110.1,108.68,107.43,107.17,106.17,105.35,105.4,105.7,105.96,106.09,106.81,106.9,107.47,109.3,112.83,116.66,118.22,112.35,112.66,113.44,114.26,114.53,114.77,115.27,116.18,116.94,117.34,-,-,-,-,-,-,-,-,-,-
KOTA MADIUN,109.43,111.56,114.11,113.41,111.87,109.74,109.32,109.01,108.23,109.06,108.62,111.16,114.15,113.11,111.14,108.35,107.78,106.88,105.79,106.57,103.67,103.84,104.44,104.55,104.52,104.92,105.09,108.22,108.62,109.34,122.29,122.5,122.91,124.56,125.43,126.97,127.28,129.12,130.02,131.42,-,-,-,-,-,-,-,-,-,-
KOTA SURABAYA,108.25,110.44,112.68,112.89,111.66,110.14,110.09,109.31,108.54,109.1,108.16,110.77,113.48,113.71,112.15,110.25,109.73,108.63,107.5,107.98,104.94,104.94,105.01,104.88,104.9,105.04,106.46,107.32,108.69,110.17,112.09,112.81,113.07,113.49,113.86,113.95,116.49,116.93,117.14,117.48,-,-,-,-,-,-,-,-,-,-
KAB PANDEGLANG,103.01,104.72,106.67,107.9,105.48,104.11,102.99,102.52,102.06,102.42,102.38,104.43,106.76,107.91,104.89,102.98,101.41,100.69,99.94,100.3,103.41,103.63,102.75,105.89,106.79,109.46,112.3,112.88,115.5,116.52,107.24,107.35,108.09,108.85,108.99,109.33,109.33,110.05,110.05,110.05,-,-,-,-,-,-,-,-,-,-
KAB LEBAK,107.89,109.07,110.83,109.91,108.44,108.4,108.3,108.22,107.88,107.84,107.86,109.24,111.41,110.27,108.46,108.4,108.28,108.18,107.09,106.77,105.12,105.62,105.82,105.82,105.72,105.72,105.72,105.72,111.81,113.39,109.98,110.16,110.16,110.16,110.16,110.16,110.16,110.16,110.72,111.56,-,-,-,-,-,-,-,-,-,-
KOTA TANGERANG,107.72,108.35,110.78,111.2,109.41,109.36,107.99,107.54,106.07,105.97,107.57,108.29,110.82,111.01,108.77,108.66,106.78,105.96,103.84,103.51,103.09,103.62,105.83,106.54,106.25,106.21,106.52,108.84,111.34,112.39,112.61,112.61,114.54,116.45,116.82,117.17,118.34,118.46,118.65,119.33,-,-,-,-,-,-,-,-,-,-
KOTA CILEGON,107.75,109.72,110.56,110.91,110.38,108.74,107.91,107.38,106.61,107.48,107.11,109.23,110.25,110.67,109.85,107.77,106.54,105.75,104.17,104.58,103.5,103.5,103.5,103.5,103.64,103.64,105.1,106.11,111.35,112.57,114.47,116.85,117.16,117.28,118.04,118.04,118.05,118.1,118.11,121.52,-,-,-,-,-,-,-,-,-,-
KOTA SERANG,106.91,110.54,112.12,112.58,110.81,110.93,109.33,108.56,107.63,107.73,105.42,110.15,111.77,112.26,109.55,109.23,106.66,105.42,103.88,103.56,103.54,104.26,104.37,104.28,104.33,106.1,107.49,108.13,108.35,108.99,115.39,115.64,117.81,118.44,119.91,121.16,122.23,122.89,124.03,125.73,-,-,-,-,-,-,-,-,-,-
KAB TABANAN,109.9,111.83,114.15,115.42,114.76,111.39,111.3,111.91,112.13,112.27,109.25,111.61,114.3,115.54,114.71,110.53,110.31,109.85,109.7,109.84,107.22,107.22,107.22,107.22,107.22,107.22,107.22,118.49,118.46,118.46,117.06,117.06,118.36,120.86,120.98,121.28,122.02,122.87,126.14,126.5,98.82,98.82,98.82,98.82,99.59,100.33,100.78,100.59,97.98,97.98
KAB BADUNG,106.37,108.24,111.28,111.67,110.94,108.49,107.75,107.45,107,107.69,106.71,108.84,112.52,112.88,112,108.99,107.9,107.36,106.35,106.59,103.92,103.92,103.92,103.92,103.92,103.92,105.37,105.37,105.98,110.48,106.59,108.33,108.5,109.85,109.85,110.17,110.17,112.16,116.97,116.97,97.11,97.11,97.25,97.48,97.48,97.5,97.5,97.68,97.69,97.69
SINGARAJA,109.52,111.09,114.04,114.5,113.02,111.11,111.25,110.24,110.83,111.32,109.82,111.49,114.95,115.48,113.51,111.16,110.9,109.63,110.06,110.41,102.88,103.53,103.79,104.13,104.57,105.23,106.74,106.22,107.79,108.43,112.27,113.5,114,114,115.33,115.33,118.09,118.98,120.31,121.93,108.29,117.56,117.56,117.56,117.56,117.56,117.56,117.56,117.56,117.56
KOTA DENPASAR,107.88,110.01,111.83,113.08,111.99,110.61,110.35,109.76,109.01,109.49,107.35,109.96,112.23,113.61,112.19,110.32,109.63,108.77,107.84,108.37,104.25,104.58,104.63,105.21,105.58,106.49,107.88,108.47,108.42,108.09,117.6,117.66,117.67,118.53,118.53,118.79,120.4,120.84,120.84,121.91,103.36,103.36,103.36,104.79,104.79,104.79,106.11,105.7,105.63,105.63
KAB SUMBAWA,108.95,107.99,110.85,110.14,107.05,106.26,105.22,105.2,104.77,105.07,107.81,106.58,110.24,109.33,105.15,104.13,102.62,102.51,101.93,102.01,100.68,100.65,100.65,100.7,100.7,100.7,100.7,101.47,101.47,101.47,120.04,120.04,120.04,120.04,121.32,121.32,122.42,122.42,122.57,124.28,-,-,-,-,-,-,-,-,-,-
KOTA MATARAM,108.33,109.62,111.62,111.58,111.08,109.64,107.84,107.71,107.54,107.48,107.68,109.17,111.56,111.35,110.63,108.57,106.37,106.15,105.87,105.72,106.48,106.79,106.92,107.15,107.46,109.11,109.15,109.71,110.27,110.91,116.87,117.18,117.23,118.53,119.49,120.94,121.2,121.27,121.44,121.51,-,-,-,-,-,-,-,-,-,-
KOTA BIMA,107.71,107.98,109.35,109.54,108.71,107.62,106.65,106.99,106.96,106.64,106.89,107.13,108.69,108.79,107.46,105.97,104.74,104.83,104.66,104.21,103.39,103.88,104.51,104.7,105.81,105.85,105.85,106.18,106.63,106.78,116.28,116.6,117.22,118.01,119.03,119.74,119.89,121.84,122.41,122.56,-,-,-,-,-,-,-,-,-,-
WAINGAPU,105.31,106.58,107.82,109.21,108.91,107.89,109.06,109.3,107.7,107.5,105.38,106.9,108.02,109.49,109.13,107.91,109.29,109.26,107.35,107.13,97.38,97.06,97.75,100.46,100.46,100.46,100.46,99.39,99.39,99.39,108.68,108.68,111.18,111.3,111.3,111.3,111.41,114.45,114.45,114.45,98.67,98.67,101.26,104.03,104.03,104.03,104.03,104.03,104.03,104.03
KAB TIMOR TENGAH SELATAN,115.18,111.6,109.73,108.99,108.76,105.77,104.15,103.99,104.31,104.7,116.4,112.29,110.13,109.28,108.77,105.24,103.27,102.89,103.25,103.7,95.77,95.77,95.77,95.77,94.41,94.33,94.17,97.23,97.27,97.14,115.04,115.04,115.04,115.04,119.27,120.43,121.75,122.05,122.22,122.25,106.79,106.79,106.79,106.79,105.02,105.02,105.02,105.02,105.02,105.02
MAUMERE,110.66,109.66,106.1,108.32,109.18,107.93,107.99,107.45,108.09,108.84,110.4,109.16,104.97,107.5,108.1,106.62,106.69,105.89,106.68,107.52,106.73,106.61,107.08,106.92,106.73,107.06,107.03,107.12,106.34,106.93,117.36,118.41,118.41,119.16,123.77,123.77,123.77,125.75,125.84,125.84,107.64,107.18,108.23,108.23,111.96,111.96,111.96,111.96,111.96,111.96
KAB NGADA,107.79,107.4,107.54,109.68,109.15,108.88,106.7,106.14,105.58,106.68,108.24,107.61,107.75,110.2,109.62,109.3,106.72,106.09,105.43,106.43,99.59,99.79,99.79,100.67,100.06,100.06,100.17,99.53,99.53,104.68,108.49,110.18,110.36,110.36,110.36,110.36,110.82,110.88,110.88,111.02,101.31,101.31,101.31,101.31,101.31,101.31,101.31,101.31,101.31,101.31
KOTA KUPANG,107.78,108.62,109.25,109.3,108.44,108.3,107.14,105.84,105.56,106.12,107,107.97,108.65,108.59,107.43,107.17,105.75,104.21,103.73,103.93,103.07,103.25,103.45,103.52,103.14,104.43,105.16,105.2,105.42,109.92,119.29,119.29,119.79,120.93,122.69,122.69,122.69,122.69,123.83,125.25,102.79,102.79,102.79,102.79,102.79,103.89,103.89,103.89,106.79,106.79
KAB KETAPANG,109.07,109,109.66,110.87,111.15,110.69,109.67,108.77,108.76,108.94,107.81,107.69,108.45,109.81,110.06,109.4,108.13,106.99,106.88,107.08,109.07,109.53,109.12,109.37,109.37,110.57,111.55,111.46,111.52,111.52,122.05,122.17,122.49,122.92,123.79,124.05,124.2,125.21,126.2,126.35,-,-,-,-,-,-,-,-,-,-
SINTANG,106.12,106.81,108.11,109.25,109.39,108.34,107.32,106.97,107.46,107.59,105.48,106.22,107.71,108.85,108.97,107.49,106.14,105.66,106.18,106.17,106.54,106.8,106.94,107.14,107.75,107.06,107.29,107.29,107.29,107.29,111.72,112.19,112.29,114.02,114.02,116.69,118.01,118.69,119.2,120.61,-,-,-,-,-,-,-,-,-,-
KAB KAYONG UTARA,104.13,105.05,106.06,106.73,106.95,107.13,106.44,105.9,105.95,105.94,103.96,105.01,105.94,106.71,106.79,106.84,105.86,104.98,105.03,105.02,92.5,92.5,92.39,92.49,92.51,93.05,93.05,96.81,96.81,96.81,110.16,110.44,112.5,112.5,114.07,115.2,116.83,117.47,117.52,117.52,-,-,-,-,-,-,-,-,-,-
KOTA PONTIANAK,107.09,107.1,108.44,110.34,111.69,109.82,107.45,106.48,107.79,107.42,106.27,106.22,107.61,109.85,111.27,108.9,106.04,104.71,106.23,105.71,106.55,107.44,108.89,108.91,109.98,111.87,112.72,115.59,115.89,116.67,114.61,114.61,115.4,115.4,116.37,116.67,116.7,116.7,116.7,117.03,-,-,-,-,-,-,-,-,-,-
KOTA SINGKAWANG,106.22,106.89,108.22,108.85,108.81,108.47,107.99,107.63,107.83,107.47,105.25,105.82,107.34,108.09,107.47,106.88,106.29,105.78,105.89,105.42,105.67,105.67,106.15,106.03,106.57,107.58,107.95,108.18,110.25,110.53,113.34,114.92,115.15,115.17,119.03,120.06,120.06,120.58,120.82,120.96,-,-,-,-,-,-,-,-,-,-
SAMPIT,107.55,106.1,108.17,109.62,110.72,109.83,107.62,106.11,106.34,106.92,106.51,104.52,107.03,108.7,109.99,108.81,105.96,104.03,103.56,104.09,103.2,103.8,103.89,103.93,104.12,104.13,104.12,104.12,111.14,112.62,116.02,116.98,117.3,118.01,118.36,118.83,119.54,119.97,121.24,121.7,-,-,-,-,-,-,-,-,-,-
KAB KAPUAS,109.11,107.71,109.05,110.61,110.69,110.4,107.93,106.21,106.59,107.21,109.29,107.57,109.18,110.91,111.01,110.34,107.33,105.14,105.61,106.38,112.26,112.34,112.37,112.37,112.37,112.49,112.47,112.05,112,112,106.62,106.62,106.85,107.94,107.94,109.87,109.9,110.56,110.57,110.57,-,-,-,-,-,-,-,-,-,-
KAB SUKAMARA,110.17,108.63,110.02,111.76,112.55,111.99,111.04,109.95,109.78,109.96,109.41,107.39,109.02,111.14,112.15,111.25,109.97,108.48,108.02,108.07,109.09,109.12,109.09,109.63,109.36,109.42,109.42,110.47,111.84,113.18,115.04,115.63,116.2,116.2,116.23,117.34,117.88,118.25,119.11,119.56,-,-,-,-,-,-,-,-,-,-
KOTA PALANGKARAYA,110.5,109.03,110.63,112.18,113.08,111.93,110,108.87,108.7,109.26,110.51,108.75,110.55,112.29,113.32,111.99,109.6,107.84,107.58,108.14,104.43,104.34,104.46,104.39,104.33,104.08,104.77,107.52,108.14,108.85,115.9,116.16,117.03,117.98,118.29,118.29,118.91,121.05,121.05,121.43,-,-,-,-,-,-,-,-,-,-
KAB TANAH LAUT,108.8,107.76,108.85,110.84,110.05,109.95,107.52,105.83,107.44,106.5,109.05,107.79,109.11,111.12,110.16,110.04,107.09,105.03,107.06,106.01,112.21,112.21,112.21,112.21,112.21,112.21,112.21,112.21,108.47,106.27,105.73,105.73,105.73,108.43,108.43,108.43,108.43,108.43,109.52,109.83,-,-,-,-,-,-,-,-,-,-
KOTABARU,111.24,110.57,112.03,113.47,114.11,113.37,111.93,111.31,111.5,111.34,110,109.2,110.9,112.61,112.51,111.53,109.8,108.79,109.01,108.44,105.31,105.31,105.3,105.33,109.2,109.2,109.2,113.89,113.89,117.73,122.25,122.25,122.58,122.58,127.31,128.11,128.11,128.37,128.37,129.7,-,-,-,-,-,-,-,-,-,-
KAB HULU SUNGAI TENGAH,114.34,113.43,114.67,117.67,115.5,114.78,109.58,105.5,106.52,108.75,114.67,113.6,115,118.44,115.9,114.77,108.73,103.87,105.04,107.48,105.22,105.22,105.16,105.16,105.16,107.15,107.15,109.27,109.27,109.46,116.25,116.62,116.87,116.87,117.4,119.52,120.13,120.72,120.9,122.07,-,-,-,-,-,-,-,-,-,-
TANJUNG,105.46,105,106.19,107.03,106.93,105.96,104.42,103.22,103.21,103.7,104.69,104.11,105.32,106.29,106,104.83,102.69,101.17,101.16,101.32,100.36,100.36,100.36,100.36,100.36,100.36,104.54,104.54,104.54,108.73,115.47,115.78,117.55,117.7,119.29,119.44,119.67,120.6,120.66,121.82,-,-,-,-,-,-,-,-,-,-
KOTA BANJARMASIN,107.55,108.29,110.18,109.89,109.78,108.18,107.24,106.11,105.79,105.34,107.18,107.9,110,109.66,109.53,107.74,106.49,105.18,104.81,104.31,104.25,104.13,105.45,105.37,105.51,104.68,105.85,105.98,106,105.93,113.72,115.32,115.32,115.32,115.32,115.32,116.42,116.42,116.42,116.42,-,-,-,-,-,-,-,-,-,-
KAB BERAU,106.81,109.23,109.39,112.29,112.06,111.67,108.67,107.87,107.93,110.15,106.48,109.4,109.57,113.02,112.56,112.05,108.14,106.76,106.34,108.9,103.94,103.96,104.25,104.67,105.2,105.82,106.06,111.67,116.18,117.72,110.68,110.68,110.68,110.82,111.92,111.92,113.9,114,115.4,115.43,-,-,-,-,-,-,-,-,-,-
KAB PENAJAM PASER UTARA,107.69,107.95,108.75,109.59,110.71,110.01,106.6,105.03,105.67,105.28,108.93,109.25,110.1,111.11,112.46,111.57,107.46,105.56,106.33,105.27,92.41,92.41,92.86,92.86,92.86,92.87,92.87,92.87,92.87,98.46,107.72,107.72,108.35,108.35,108.35,108.68,108.68,108.82,108.82,109.84,-,-,-,-,-,-,-,-,-,-
KOTA BALIKPAPAN,108.93,108.75,110.88,111.58,112.24,112.45,112.32,111.2,112.07,109.84,108.6,108.44,111.02,111.8,112.58,112.44,111.95,110.7,111.78,109.13,107.23,106.69,106.49,107.14,107.23,107.81,108.28,107.15,106.61,105.93,113.3,113.3,113.3,113.36,113.36,116.48,119.03,119.13,119.29,119.44,-,-,-,-,-,-,-,-,-,-
KOTA SAMARINDA,110.01,110.22,111.76,113.3,112.97,112.52,111.12,110.39,110.23,109.63,109.05,109.36,111.03,112.76,112.39,111.64,109.87,108.96,108.7,107.98,103.71,102.84,104.94,106.4,106.04,107.3,108.6,108.99,109.95,109.89,122.58,122.7,122.7,122.71,122.73,123.67,123.71,123.77,123.78,123.79,-,-,-,-,-,-,-,-,-,-
TANJUNG SELOR,106.38,107.65,108.79,108.55,109.2,108.39,107.54,106.7,106.67,107.44,106.36,107.83,109.1,108.82,109.5,108.57,107.56,106.57,106.54,107,102.22,102.11,102.35,102.27,102.39,102.36,102.54,102.68,102.56,108.52,110.06,110.06,110.49,110.55,111.28,111.28,111.47,111.6,111.6,111.74,-,-,-,-,-,-,-,-,-,-
KAB NUNUKAN,110.23,107.17,110,110.6,110.12,109.36,110.03,109.44,108.83,109.35,110.92,107.06,109.93,110.69,110.08,109.21,109.33,108.5,107.5,107.94,102.3,102.3,103.49,103.49,103.52,102.51,102.57,101.6,102.91,102.9,110.49,110.49,114.03,114.03,114.03,114.03,118.32,119.39,120.09,121.36,-,-,-,-,-,-,-,-,-,-
KOTA TARAKAN,104.6,106.15,106.73,107.31,107.53,107.67,106.69,105.32,105.04,105.43,104.23,105.96,106.59,107.28,107.55,107.69,106.62,104.93,104.39,104.61,104.32,104.56,104.56,104.58,104.58,104.58,103.14,104.04,107.08,109.96,107.78,108.51,109.02,109.02,109.02,109.19,109.19,109.19,109.19,109.58,-,-,-,-,-,-,-,-,-,-
KAB MINAHASA SELATAN,114.24,112.04,113.29,114.49,115.06,115.72,114.85,114.82,112.19,114.48,115.84,112.47,114.03,115.55,116.27,117.1,115.81,115.78,112.46,115.35,102.91,103.12,103.48,103.44,103.44,103.44,105.61,105.52,105.52,105.61,110.73,113.93,113.93,113.93,113.93,113.93,113.93,113.93,113.93,113.93,-,-,-,-,-,-,-,-,-,-
KAB MINAHASA UTARA,115.19,112.65,114.85,115.8,113.75,117.77,117.69,118.1,113.59,114.31,117.14,113.95,116.53,117.45,115.32,119.87,119.77,120.23,114.8,115.59,99.1,99.11,99.11,100.2,96.42,96.57,96.57,96.57,97.56,98.35,110.29,112.04,112.41,113.52,113.52,115.45,115.45,115.65,115.92,115.92,83.94,83.94,83.94,83.94,83.94,83.94,83.94,83.94,83.94,83.94
KOTA MANADO,110.74,109.96,113.69,112.39,113.49,113.77,113.26,112.95,111.84,111.64,112.68,111.71,116.34,115,116.37,116.74,115.55,115.12,114.12,113.69,101.79,101.85,101.61,99.23,99.21,98.95,104.08,104.49,101.05,102.65,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.59,99.55,99.55,99.55,99.55,99.55,99.55,99.85,99.85,99.94,99.94
KOTA KOTAMOBAGU,111.84,109.92,115.59,117.02,115.29,118,115.88,117.04,118.02,117.62,111.92,109.35,116.76,118.67,116.25,119.72,116.76,118.31,119.62,119.09,106.59,106.59,106.47,106.42,106.42,106.54,106.75,106.18,106.19,106.19,113.19,113.19,113.78,113.78,114.21,114.77,115.22,115.35,115.35,115.35,102.79,102.79,108.68,108.68,108.68,108.68,108.68,108.68,108.68,108.68
LUWUK,108.12,109.87,108.75,106.9,109.7,110.09,110.4,110.19,110.22,110.41,108.12,108.79,107.26,104.79,108.02,108.34,108.28,107.67,107.2,106.88,102.19,102.89,103.69,104.21,103.94,103.92,104.84,108.14,112.77,115.04,110.93,118.48,118.48,118.48,120.66,121.57,123.4,123.44,123.74,125.42,-,-,-,-,-,-,-,-,-,-
KAB MOROWALI,112.86,115.56,117.36,118.25,117.25,116.68,115.43,111.01,111.27,113.06,114.73,118.25,120.59,121.75,120.45,119.7,118.07,112.18,111.86,114.19,100.98,100.98,100.98,100.98,100.98,100.98,100.98,103.03,104.96,104.96,108.29,108.29,108.29,108.29,108.29,108.29,108.29,108.29,110.59,110.59,-,-,-,-,-,-,-,-,-,-
KAB TOLI TOLI,119.84,119.99,123.2,125.88,123.61,124.87,122.39,121.05,121.68,120.96,118.14,118.94,122.86,124.7,121.93,123.47,120.44,118.58,119.05,118.16,113.03,102.16,102.16,102.16,102.16,102.16,102.16,105.95,109.24,109.24,133.09,133.43,133.43,142.4,142.4,142.4,142.4,142.4,143,143.02,-,-,-,-,-,-,-,-,-,-
KOTA PALU,108.71,110.05,112.47,110.84,111.52,111.99,110.28,109.77,109.57,108.36,108.37,109.76,112.73,110.52,111.11,111.65,109.38,108.56,108.22,106.55,102.82,102.75,103.06,104.31,104.13,103.53,103.64,105.47,105.47,106.17,114.76,116.59,116.6,117.19,118.96,119.7,120.65,120.75,121.44,122.13,-,-,-,-,-,-,-,-,-,-
BULUKUMBA,107.24,107.35,107.76,107.65,107.21,107.18,106.61,106.3,106.26,106.59,107.75,107.8,108.21,107.83,107.19,107.1,106.35,105.87,105.79,106.1,103.69,104.21,104.35,104.01,103.45,103.14,102.78,102.06,102.15,102.72,106.05,106.3,106.84,108.14,108.72,109.07,109.26,109.95,110.05,110.42,-,-,-,-,-,-,-,-,-,-
WATAMPONE,107.83,108.85,109.32,110.5,110.26,109.78,108.78,107.7,106.66,106.32,107.78,109.04,109.3,110.65,110.3,109.7,108.37,106.79,105.29,104.78,104.25,104.5,105.19,106.13,106.12,106.12,106.15,106.51,107.04,107.4,109.79,109.85,111.38,111.69,111.97,111.97,112.31,113.36,114.13,114.38,-,-,-,-,-,-,-,-,-,-
KAB WAJO,105.91,106.65,106.24,106.19,105.72,105.17,103.52,103.76,103.62,103.71,102.8,103.64,103.04,102.76,101.62,100.69,98.49,98.57,98.38,98.36,101,101,101.59,102.21,102.64,102.64,102.96,102.87,102.85,102.96,124.29,124.95,124.95,125.7,128.1,129.2,129.25,130.51,130.56,131.19,-,-,-,-,-,-,-,-,-,-
KAB SIDENRENG RAPPANG,101.72,102.48,103.32,103.51,100.91,100.33,99.82,99.2,99.5,99.92,102.2,103.13,104.2,104.44,100.62,99.88,99.11,98.32,98.77,99.26,94.56,95.01,95.01,95.03,97.38,97.4,98.49,98.27,97.61,97.89,103.21,103.21,103.21,103.21,104.58,104.58,104.61,104.73,104.75,104.84,-,-,-,-,-,-,-,-,-,-
KAB LUWU TIMUR,108.2,109.12,110.2,110.81,110.62,109.89,110.33,110.2,109.7,110.08,107.64,108.53,109.84,109.96,109.52,108.32,108.2,107.5,106.78,107.09,109.87,110.93,111.31,112.53,112.56,114.1,118.71,120.71,121.88,123.6,110.21,111.26,111.5,114.12,114.94,115.66,117.38,119.19,119.21,119.53,-,-,-,-,-,-,-,-,-,-
KOTA MAKASSAR,110.12,111.15,112.52,112.29,111.67,110.57,109.78,109.21,108.21,108.17,110.42,111.56,113.03,112.7,111.94,110.53,109.3,108.53,107.3,107.21,105.52,105.5,105.07,105.08,104.53,104.71,105.59,106.06,106.17,106.49,111.28,112.23,114.22,114.7,115.29,115.88,117.74,117.98,118.21,118.27,-,-,-,-,-,-,-,-,-,-
KOTA PARE PARE,109.08,108.44,108.89,108.56,109.46,110.17,108.03,106.62,107.68,106.83,110.39,109.66,109.99,109.43,110.6,111.48,108.27,106.36,107.33,106.17,101.31,100.53,101,100.85,100.92,101.25,101.95,102.09,103.81,104.27,106.96,106.96,108.07,108.87,108.87,108.87,110.8,111.08,112.22,112.26,-,-,-,-,-,-,-,-,-,-
KOTA PALOPO,108.73,110.04,112.64,114.12,113.54,112.54,111.4,110.67,110.14,109.81,109.17,110,113.25,115.1,114.18,112.86,111.36,110.43,109.74,109.28,101.87,101.87,101.87,101.87,102.05,102.1,102.23,102.4,102.37,103.03,109.3,113.99,113.99,113.99,115.03,115.43,115.8,115.83,115.95,115.97,-,-,-,-,-,-,-,-,-,-
KAB KONAWE,109.77,111.23,114.21,112.22,112.19,110.8,109.82,107.37,106.95,106.55,108.07,109.53,113.19,110.74,109.96,108.12,106.92,103.75,103.04,102.55,114.02,114.02,114,114,117.09,117.09,117.09,117.14,117.69,117.69,118.19,120.02,120.02,120.02,123.39,124.12,124.12,125,125.88,125.88,-,-,-,-,-,-,-,-,-,-
KAB KOLAKA,105.66,106.95,108.69,110.22,108.67,107.99,109.47,109.06,108.99,108.25,103.93,104.85,106.98,108.86,106.74,105.91,107.71,107.2,107.11,106.19,107.35,107.21,107.21,107.21,107.32,107.32,107.32,107.54,107.54,107.75,115.62,119.79,119.79,119.79,121.14,121.14,121.14,121.14,121.14,121.19,-,-,-,-,-,-,-,-,-,-
KOTA KENDARI,105.63,105.5,108.85,110.11,112.36,112.56,111.47,109.89,108.79,108.08,103.71,103.5,107.34,108.81,111.27,111.34,109.92,107.76,106.31,105.37,104.47,104.42,105.77,104.89,104.65,105.23,105.15,107.02,107,107.45,120.81,121.24,122.23,123.26,125.5,126.42,127.17,127.76,128.55,128.89,-,-,-,-,-,-,-,-,-,-
KOTA BAU BAU,112.3,110.92,108.95,110.66,113.14,113.55,110.47,110.93,109.68,109.05,113.62,111.45,108.44,109.77,112.69,113.17,109.41,109.76,108.3,107.56,101.49,101.49,104.82,105.38,105.38,105.38,107.45,108,108,108,106.66,111.42,115.56,121.19,121.19,121.19,121.19,122.47,122.47,122.47,-,-,-,-,-,-,-,-,-,-
KAB GORONTALO,114.31,110.71,112.46,113.67,114.6,114.54,111.52,110.68,112.06,110.08,115.79,111.41,113.58,114.83,115.93,115.57,111.91,110.58,112.04,109.62,101.98,102.83,99.21,101.12,101.28,101.61,100.06,102.43,103.24,103.77,110.84,110.84,113.19,113.34,113.34,115.87,117.47,118.54,119.66,119.66,-,-,-,-,-,-,-,-,-,-
