90 Kota Inflasi (2018=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Indeks Harga Konsumen (2018=100) Menurut Kelompok dan Sub Kelompok 01 Makanan, Minuman dan Tembakau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOTA PALEMBANG,104.51,105.32,105.42,105.03,104.34,104.98,103.24,101.56,101.21,101.9,102.93,104.9,103.86,104.71,104.77,104.25,103.47,104.22,102.14,100.16,99.74,100.47,101.6,103.88,107.69,107.62,108.38,109.15,108.98,108.76,109.53,109.44,109.58,110.69,111.93,112.19,-,-,-,-,-,-,-,-,-,-,-,-,108.96,109.92,110.11,110.17,110.17,110.17,110.17,110.59,110.59,110.59,110.51,110.51
KOTA LUBUKLINGGAU,102.97,103.91,104.09,103.18,103.22,103.85,102.8,101.88,101.67,102.45,103.38,104.73,102.11,103.11,103.25,102.07,102.1,102.71,101.45,100.28,100.02,100.91,102,103.58,115.3,115.72,116.28,116.21,116.36,118.18,118.75,119.6,119.72,119.49,119.33,119,-,-,-,-,-,-,-,-,-,-,-,-,105.12,105.77,106.17,107.15,107.28,107.56,107.65,108.05,108.18,108.41,108.45,108.55
KOTA BENGKULU,104.2,104.4,104.49,103.26,102.56,103.54,103.16,102.45,102.38,102.65,102.96,103.37,102.14,102.32,102.42,100.75,99.72,100.88,100.35,99.35,99.18,99.42,99.8,100.47,108.65,107.67,107.69,108.42,108.24,108.31,108.02,108.78,109.86,109.11,109.59,107.51,-,-,-,-,-,-,-,-,-,-,-,-,111.63,112.3,112.42,112.42,112.97,113.49,113.74,113.74,113.76,114.46,114.47,114.52
KOTA BANDAR LAMPUNG,107.79,108.85,107.69,107.52,105.8,105.71,106.31,106.44,105.73,106.4,106.57,109.05,107.09,108.35,106.87,106.41,104.2,104.06,104.79,104.86,103.96,104.81,105.02,108.19,107.02,107.67,107.67,107.67,107.67,107.73,108.15,108.52,108.39,108.4,108.4,108.54,-,-,-,-,-,-,-,-,-,-,-,-,111.6,111.8,111.8,113.02,113.02,113.17,113.17,113.51,113.55,113.55,113.55,113.55
KOTA METRO,106.58,107.01,107.37,106.36,104.81,105.13,105.52,104.55,104.23,104.08,105.47,107.42,105.95,106.45,106.45,105.15,103.2,103.59,104.06,102.82,102.44,102.27,103.88,106.16,103.15,103.67,103.67,103.67,103.67,103.88,103.84,103.84,103.72,103.4,103.4,103.4,-,-,-,-,-,-,-,-,-,-,-,-,111.08,111.08,113.51,113.57,113.57,113.57,113.7,113.7,113.7,113.7,114.43,115.39
TANJUNG PANDAN,105.85,102.78,103.04,102.5,104.69,105.1,105.46,103.6,104.09,105.44,105.42,108.89,105.37,101.65,101.79,101.23,103.87,104.37,104.52,102.2,102.66,104.21,104.09,108.29,100.96,100.96,101.16,99.87,99.93,99.87,99.52,99.52,99.52,99.7,101.04,101.04,-,-,-,-,-,-,-,-,-,-,-,-,111.78,111.78,113,113,113,113,115.28,115.77,116.72,117.18,117.18,117.18
KOTA PANGKAL PINANG,105.74,103.21,103.61,102.04,102.84,103.79,104.5,102.51,103.63,102.73,104.4,106.35,104.36,101.26,101.54,99.54,100.48,101.64,102.37,99.84,101.3,100.21,102.28,104.67,112.65,112.76,112.9,114.1,114.7,114.7,116.49,116.82,117.15,116.03,115.34,115.34,-,-,-,-,-,-,-,-,-,-,-,-,111.72,111.74,113.02,113.07,113.07,113.07,113.22,113.81,113.11,113.43,113.43,113.43
KOTA BATAM,106.98,107.61,107.08,107.34,106.63,106.31,106.29,104.99,104.82,105.83,106.54,109.35,106.86,107.16,106.44,106.73,105.83,105.14,105.09,103.35,103.09,104.24,105.11,108.6,102.54,102.46,102.88,103.24,103.24,103.23,103.33,103.4,103.37,103.53,103.53,103.53,100.66,100.31,98.47,98.47,98.29,97.26,97.26,96.61,96.66,96.66,96.66,96.66,111.21,114.69,114.94,114.94,115.02,117.07,117.2,118.02,118.44,119.1,119.15,119.28
KOTA TANJUNG PINANG,105.58,105.6,104.52,104.02,103.48,103.68,103.85,103.09,103.31,104.43,105.52,108.55,105.57,105.32,103.85,103.05,102.47,102.61,102.81,101.81,102.06,103.44,104.78,108.55,102.66,102.75,102.75,102.75,101.86,102.2,102.2,102.27,102.45,102.44,102.49,102.49,105.56,105.56,105.56,104.98,103.14,105.34,105.58,106.77,106.77,106.77,105.31,104.02,107.62,109.5,110.37,111.66,111.69,112.14,112.24,112.55,112.64,112.69,112.72,112.72
DKI JAKARTA,107.31,108.58,109.6,110.64,109.82,110.39,109.58,108.93,108.48,108.35,109.24,110.41,106.45,108.02,109.09,110.13,108.98,109.69,108.32,107.25,106.66,106.49,107.62,108.97,110.72,109.6,109.62,110.04,109.96,109.94,110.17,110.07,109.87,109.98,109.91,109.86,-,-,-,-,-,-,-,-,-,-,-,-,110.59,112.01,113.7,115.51,116.57,116.57,119.31,121.47,121.84,121.84,121.84,122.79
KOTA BOGOR,106.62,107.42,106.59,106.22,106.06,107.19,106.01,104.9,104.33,104.82,105.87,107.74,105.7,106.72,105.69,105.05,104.71,106.16,104.72,103.35,102.61,103.02,104.2,106.51,110.17,109.94,109.94,111.64,112.96,112.48,112.21,112.21,112.48,114.4,115.49,115.59,-,-,-,-,-,-,-,-,-,-,-,-,110.69,110.69,110.69,110.69,110.69,110.69,110.69,110.69,110.69,110.69,110.69,110.69
KOTA SUKABUMI,103.21,103.72,104.38,104.5,104.35,104.84,104.28,102.94,102.32,102.12,103.07,104.94,101.09,101.76,102.27,102.46,101.76,102.37,101.59,99.65,98.7,98.38,99.46,101.83,104.42,104.42,104.75,104.54,104.74,104.96,105.19,106.01,106.47,106.96,107.29,107.77,-,-,-,-,-,-,-,-,-,-,-,-,113.07,113.07,114.63,114.64,117.03,117.03,117.15,117.56,117.95,117.99,118.58,118.78
KOTA BANDUNG,105.24,106.59,107.6,108.04,106.99,108.52,107.64,106.28,105.94,105.83,106.9,108.45,104.62,106.19,107.11,107.49,106.16,108.1,106.97,105.36,104.85,104.58,105.93,107.81,104.71,104.63,104.73,104.73,104.73,104.73,104.73,104.41,105,105.47,105.53,106.44,-,-,-,-,-,-,-,-,-,-,-,-,109.45,110.45,112.63,113.77,113.77,113.86,113.86,113.29,113.29,113.77,113.78,113.78
KOTA CIREBON,104.51,105.16,106,105.92,105.42,106.58,105.51,104.06,103.18,103.18,104.42,105.96,103.33,104.33,105.48,105.37,104.65,106.21,104.77,102.88,101.7,101.48,103.07,105.09,110.24,108.33,107.23,107.23,107.9,107.27,106.61,106.86,107.32,109.53,109.61,109.37,-,-,-,-,-,-,-,-,-,-,-,-,107.69,107.87,108.12,108.12,108.12,108.12,108.77,108.77,108.77,108.77,108.77,108.77
KOTA BEKASI,106.52,107.82,108.61,108.62,108.05,108.62,108.24,106.94,106.11,106.21,106.87,109.39,106.79,108.26,109.19,109.2,108.46,109.11,108.74,107.13,106.12,106.24,106.74,109.67,101.66,101.83,101.83,101.83,102.19,102.2,102.24,102.4,102.4,102.4,102.91,103.5,-,-,-,-,-,-,-,-,-,-,-,-,111.22,112.41,112.76,112.76,112.76,113.23,112.08,112.08,112.08,112.08,114.86,115.63
KOTA DEPOK,107.34,108.1,109.21,108.96,108.09,108.34,106.55,105.18,105.13,105.83,107.01,108.8,106.67,107.69,109.03,108.59,107.44,107.75,105.5,103.55,103.49,104.4,105.95,108.21,103.3,103.16,103.74,104.66,104.66,104.77,103.87,104.93,104.93,104.89,104.95,105.67,-,-,-,-,-,-,-,-,-,-,-,-,113.4,113.4,113.65,113.65,113.65,113.71,113.71,113.78,113.78,113.86,113.86,113.86
KOTA TASIKMALAYA,102.39,103.22,104.02,104.07,104.06,104.02,104.25,103.06,102.47,103.04,103.93,104.96,101.96,102.91,103.81,103.55,103.01,102.96,102.99,101.36,100.57,101.31,102.45,103.77,101.98,102,102.54,102.54,102.71,102.73,103.05,103.18,103.33,103.33,103.33,103.33,-,-,-,-,-,-,-,-,-,-,-,-,105.26,105.98,106.38,108.36,111.31,111.34,112.66,113.2,113.29,113.29,113.29,113.29
CILACAP,103.15,104.58,104.5,104.61,104.91,105.51,104.13,103.03,102.57,102.8,104.2,105.54,101.98,103.82,103.71,103.74,103.79,104.51,102.57,101.08,100.23,100.52,102.27,103.91,105.01,104.88,104.83,104.83,105.7,106.1,106.07,106.11,106.65,106.71,106.77,107.59,-,-,-,-,-,-,-,-,-,-,-,-,108.27,108.38,108.38,109.01,110.27,110.38,111.22,111.55,112.62,112.63,112.88,112.92
PURWOKERTO,104.3,105.89,105.75,105.1,105.41,106.2,105.03,103.91,103.49,103.66,105,106.13,103.69,105.48,105,104.1,104.14,105.13,103.6,102.18,101.63,101.85,103.34,104.75,101.74,101.98,102.12,102.2,103.08,103.18,103.51,103.53,103.53,103.53,103.46,103.65,-,-,-,-,-,-,-,-,-,-,-,-,108.63,109.78,111.26,111.63,113.14,113.14,113.14,113.14,113.14,113.14,114.37,114.46
KUDUS,105.42,107.11,107.06,106.59,106.73,106.48,105.77,104.92,104.35,104.74,105.96,107.37,105.45,107.11,106.86,106.25,106.39,105.97,104.64,103.56,102.67,103.14,104.46,106.25,106.8,106.81,107.32,107.5,107.87,107.87,108.32,108.55,110.35,110.35,110.24,110.14,-,-,-,-,-,-,-,-,-,-,-,-,104.57,107.29,108.01,108.06,108.06,108.67,110.81,110.81,110.81,110.92,112.25,112.25
KOTA SURAKARTA,106.36,108.21,107.85,106.59,105.41,105.84,105.39,104.32,104.01,104.29,105.28,106.55,105.71,107.84,107.51,105.84,104.25,104.63,104.08,102.73,102.28,102.64,103.81,105.41,107.58,108.32,107.23,107.27,108.08,109.1,108.86,108.83,109.2,108.99,109.38,109.1,-,-,-,-,-,-,-,-,-,-,-,-,110.43,111.06,111.22,112.05,112.4,112.68,112.79,113.12,113.21,113.4,113.43,113.46
KOTA SEMARANG,107.52,109.15,108.74,107.8,107.89,108.7,108.11,107.05,106.84,107.81,108.87,110.86,107.32,109.21,108.57,107.44,107.47,108.46,107.63,106.32,105.86,107.02,108.3,110.68,107.96,108.01,108.47,108.38,109.05,109.02,109.82,109.9,111.69,111.73,111.76,111.83,-,-,-,-,-,-,-,-,-,-,-,-,108.96,109.7,110.61,110.61,110.61,110.61,110.83,110.94,111.15,111.3,111.36,111.64
KOTA TEGAL,103.54,104.93,104.49,104.87,103.96,104.4,103.53,102.84,102.52,103.5,104.56,106.49,103.01,104.42,103.81,104.21,103.06,103.56,102.45,101.53,101.06,102.22,103.39,105.82,101.24,101.38,101.66,102.53,102.47,102.63,102.6,102.55,102.62,102.65,102.56,102.6,-,-,-,-,-,-,-,-,-,-,-,-,107.7,109.56,109.76,109.8,109.87,110.12,110.22,110.55,110.83,111.27,112.29,112.29
KOTA YOGYAKARTA,106.03,108.07,107.86,107.11,107,108.25,107.39,106.3,106.05,104.62,105.97,107.42,105.65,108.03,107.72,106.78,106.36,107.78,106.46,104.9,104.5,102.59,104.26,106.07,106.55,106.82,106.95,106.93,107.19,107.09,107.66,107.66,107.39,107.9,108.14,108.11,-,-,-,-,-,-,-,-,-,-,-,-,108.1,109.24,109.42,109.42,111.15,112.24,113.32,114.57,115.3,115.64,115.75,115.86
JEMBER,104.18,105.28,106.09,105.24,104.72,105.22,104.84,103.72,103.51,103.59,105.03,106.32,104.11,105.48,104.5,103.43,102.67,103.1,102.71,101.33,101.07,101.17,102.96,104.56,98.84,98.71,101.48,101.48,102.26,103.93,101.98,101.78,101.78,101.78,101.78,101.77,-,-,-,-,-,-,-,-,-,-,-,-,106.94,106.96,117.71,117.71,118.1,118.48,118.89,118.89,118.89,118.89,118.89,118.89
BANYUWANGI,100.95,100.77,100.99,100.48,101.19,101.67,100.47,98.98,98.52,99.03,100.36,102.03,98.92,98.51,98.79,98.2,98.88,99.47,97.66,95.84,95.28,95.9,97.54,99.62,105.19,105.7,105.7,105.19,105.79,105.79,105.79,105.21,105.24,105.32,105.32,105.32,-,-,-,-,-,-,-,-,-,-,-,-,110.97,111.81,111.81,111.81,112.68,112.68,114.56,114.56,114.56,114.56,114.56,114.56
SUMENEP,107.27,107.46,106.94,106.35,105.99,105.63,104.49,102.81,102.38,101.67,104.7,107.11,107.62,107.82,107.02,106.27,105.82,105.37,103.95,101.89,101.32,100.41,104.1,107.01,101.99,102.07,102.89,103.37,103.37,103.43,103.43,103.43,103.99,103.99,104.31,104.31,-,-,-,-,-,-,-,-,-,-,-,-,108.1,108.28,108.86,108.86,108.86,108.86,109.01,109.01,109.01,109.23,109.23,109.63
KOTA KEDIRI,107.49,108.97,108.41,107.59,106.86,107.78,106.78,106.04,106.11,105.86,107.83,109.09,106.78,108.67,107.61,106.51,105.55,106.54,105.13,104.11,104.16,103.83,106.19,107.9,109.81,109.81,109.85,110.35,110.55,110.63,110.94,110.93,111.29,111.43,111.26,110.24,-,-,-,-,-,-,-,-,-,-,-,-,110.18,110.18,112.17,112.17,112.17,113.24,113.83,114.25,114.25,114.25,115.25,115.25
KOTA MALANG,104.13,105.14,104.61,104,103.89,105.04,104.98,104.78,104.55,104.11,105.36,106.6,103.35,104.43,103.78,103.05,102.95,104.08,104,103.73,103.45,102.9,104.37,105.85,102.91,103.27,103.39,103.32,102.96,103.16,103.14,103.21,103.21,103.42,103.78,103.7,-,-,-,-,-,-,-,-,-,-,-,-,112.06,113.02,113.08,113.08,113.08,115.26,115.38,115.54,115.54,115.54,115.54,115.77
KOTA PROBOLINGGO,104.7,105.26,104.63,104.37,104.32,104.94,104.63,103.17,101.94,102.4,104.15,106.19,104.9,105.53,104.66,104.31,104.18,104.97,104.54,102.67,101.09,101.62,103.8,106.3,103.16,103.18,103.18,103.29,103.29,103.11,103.48,103.48,103.66,104.01,104.05,104.05,-,-,-,-,-,-,-,-,-,-,-,-,104.41,104.95,105.56,105.65,106.06,106.15,106.16,106.49,106.7,106.7,106.73,107.04
KOTA MADIUN,105.44,107.11,107.47,106.06,105.57,105.42,104.51,103.74,103.49,103.78,105.43,106.87,105.45,107.3,107.29,105.35,104.42,104.14,102.9,101.82,101.38,101.69,103.79,105.61,101.11,101.25,102.8,102.83,103.13,103.34,103.39,103.96,104.17,104.45,104.47,104.49,-,-,-,-,-,-,-,-,-,-,-,-,109.85,111.88,113.61,114.34,116.13,116.52,116.86,116.81,117.35,117.56,117.84,118.04
KOTA SURABAYA,104.41,105.6,105.68,105.18,105.05,105.06,103.43,102.6,102.11,101.9,103.02,104.61,104.18,105.56,105.62,104.99,104.78,104.79,102.85,101.87,101.23,100.87,102.2,104.08,102.88,102.83,103.08,103.27,103.33,103.23,102.79,102.68,103.01,103.74,103.93,104.08,-,-,-,-,-,-,-,-,-,-,-,-,110.44,111.11,111.22,111.29,111.94,112.12,112.55,112.64,112.69,112.88,112.88,112.88
KOTA TANGERANG,105.5,106.75,106.21,106.55,106.04,106.43,105.73,104.41,104.04,104.45,105.24,106.19,105.13,106.36,105.73,106.16,105.47,105.88,104.89,103.11,102.68,103.16,104.12,105.26,106.17,108.47,108.17,108.12,108.38,108.96,109.71,109.38,108.96,109.26,109.45,109.95,-,-,-,-,-,-,-,-,-,-,-,-,107.71,107.91,107.91,107.91,108,108,108.03,109.36,109.4,109.4,109.47,109.49
KOTA CILEGON,106,107,106.64,106.4,106.9,107.73,106.9,105.43,105.22,105.61,106.33,107.72,105.32,106.56,106.11,105.68,105.92,107,105.91,103.95,103.51,104.02,104.94,106.75,101.28,101.47,101.21,101.37,101.37,101.37,101.37,101.47,101.48,101.33,101.57,101.65,-,-,-,-,-,-,-,-,-,-,-,-,112.51,112.78,112.82,113.31,115.53,115.53,115.53,115.62,116.47,116.56,116.56,116.56
KOTA SERANG,107.51,107.83,108.21,108.43,108.39,109.03,108.65,107.68,107.04,106.79,107.24,108.26,106.48,106.89,107.1,107.39,107.24,107.94,107.4,106.03,105.09,104.6,105.13,106.46,110.31,109.45,111.34,111.09,111.63,112.33,112.29,112.89,112.88,113.61,113.97,114.19,-,-,-,-,-,-,-,-,-,-,-,-,110.93,111.7,111.78,112.06,112.11,112.42,112.6,112.64,113.12,113.41,113.49,113.49
SINGARAJA,104.5,106.61,106.36,105.58,105.09,105.61,105.57,104.21,103.87,103.8,105.46,108.48,103.59,105.15,104.69,103.74,103.06,103.68,103.56,101.84,101.39,101.33,103.48,107.41,108.86,109.22,110.62,109.95,110.04,110.18,110.88,109.74,110.19,109.86,110,110.07,114.57,115.07,115.07,115.07,115.07,115.07,115.07,115.88,115.88,115.88,115.88,115.88,106.62,112.35,112.35,112.36,112.53,112.73,112.73,113.02,112.83,112.83,112.83,112.83
KOTA DENPASAR,103.63,104.85,104.64,103.62,102.81,102.51,101.19,100.22,99.22,99.3,100.7,102.44,102.76,104.19,103.86,102.66,101.54,101.07,99.7,98.15,96.87,96.88,98.8,100.94,104.52,104.84,105.2,104.69,104.98,105.48,103.66,105.57,105.62,106.14,105.28,105.62,104.37,103.54,105.4,105.4,105.4,105.4,104.33,104.33,104.33,104.33,103.79,105.71,110.6,111.34,111.34,111.34,111.65,111.77,111.77,111.77,111.77,111.81,111.84,111.89
KOTA MATARAM,106.14,106.38,105.57,104.63,104.15,104.45,104.07,102.88,102.8,103.66,103.9,105.99,105.98,106.25,105.19,104.05,103.4,103.67,103.19,101.68,101.55,102.55,102.78,105.25,105.56,105.45,105.49,105.36,105.39,105.94,106.01,106.35,105.36,105.28,105.31,105.07,-,-,-,-,-,-,-,-,-,-,-,-,108.1,108.45,108.99,109.04,109.5,109.9,110,110.02,111.29,111.82,112.38,113.33
KOTA BIMA,105.65,104.79,105.03,104.93,105.12,104.45,104.65,103.24,102.85,103.92,104.27,105.39,105.19,103.96,104.19,103.99,104.15,103.16,103.34,101.37,100.89,102.21,102.64,104.06,102.4,101.43,101.25,101.3,100.84,101.82,101.83,102.68,102.18,102.57,102.68,102.82,-,-,-,-,-,-,-,-,-,-,-,-,110.75,112.15,112.74,113.18,113.95,114,114.47,114.7,114.89,114.94,115.06,115.14
WAINGAPU,110.32,109.74,111.56,109.34,108.89,107.35,106.18,104.94,106.07,106.43,108.88,111.28,112.46,111.75,113.9,111.27,110.41,108.55,107.17,105.7,107.02,107.27,110.19,112.92,92.92,92.96,92.96,92.96,95.94,96.52,96.52,96.52,96.78,98.03,98.03,99.09,101.6,101.6,102.06,102.06,101.6,101.6,101.6,101.6,101.6,101.6,101.6,100.43,101.77,101.95,101.95,101.95,103.16,103.16,103.16,103.16,103.16,104.03,103.82,104.17
MAUMERE,108.34,107.45,105.45,105.24,104.62,105.07,105.28,106.79,106.03,108.09,108.33,109.85,108.63,107.14,104.59,104.29,103.56,104.09,104.34,106.15,105.23,107.71,108.01,109.82,104.47,104.51,104.66,104.78,104.37,104.49,104.62,104.66,104.69,104.6,104.62,104.53,100.58,100.58,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.48,109.78,113.65,115,115.24,115.47,115.47,115.47,115.47,115.47,115.58,115.58,115.87
KOTA KUPANG,105.86,107.72,105.03,105.85,104.26,104.72,104.69,101.65,101.23,102.11,102.8,105.09,105.41,107.47,103.94,104.97,102.95,103.47,103.38,99.61,99.12,100.21,100.94,103.78,103.88,102.58,103.22,103.16,103.37,103.25,103.81,103.66,103.76,103.52,103.6,103.55,101.88,104.29,105.71,105.99,103.74,102.54,101.97,100.61,99.74,100.14,100.98,101.02,110.42,112.93,113.71,113.71,113.98,114.45,114.39,114.55,114.27,114.42,115.23,115.35
