Kota Inflasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Indeks Harga Konsumen (2012=100) Menurut Kelompok 02 Makanan Jadi, Minuman, Rokok dan Tembakau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Makanan Jadi, Minuman, Rokok dan Tembakau",,,,,,,,,,,,Makanan Jadi,,,,,,,,,,,,Minuman yang Tidak Beralkohol,,,,,,,,,,,,Tembakau dan Minuman Beralkohol,,,,,,,,,,,
,2014,,,,,,,,,,,,2014,,,,,,,,,,,,2014,,,,,,,,,,,,2014,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember
JEMBER,108.84,108.87,109.09,109.34,109.45,110.02,111.45,111.77,112.08,112.12,114.79,116.38,106.08,106.08,106.16,106.32,106.62,106.75,107.73,107.87,107.87,107.87,111.94,111.98,105.4,105.51,105.71,105.56,105.37,105.53,108.27,109.32,109.47,109.42,109.92,111.69,118.64,118.64,119.22,120.08,120.08,122.08,123.2,123.2,124.38,124.61,126.24,131.2
BANYUWANGI,105.71,105.5,105.27,105.35,105.92,105.96,106.15,106.19,106.38,106.11,106.48,110.97,110.01,110.01,110.29,110.29,110.45,110.45,110.74,110.81,110.98,111.29,111.29,119,102.13,100.9,98.56,99.05,102.03,102.25,102.44,102.49,102.53,99.85,99.35,99.6,100.24,100.24,100.24,100.24,100.24,100.24,100.25,100.25,100.56,100.56,102.03,103.26
SUMENEP,108.82,110.76,111.07,112.94,113.39,113.84,114.64,115.79,115.82,116.27,118.17,123.77,109.27,111.97,112.16,115.31,116.14,116.14,116.81,117.6,117.66,118.37,121.72,130.4,106.72,106.52,106.53,106.83,106.77,106.39,106.52,106.5,106.49,106.85,107.13,107.46,109.17,110.9,111.62,111.89,111.89,113.73,115.17,117.72,117.72,117.72,117.73,120.4
KOTA KEDIRI,111.24,111.74,112.22,113.6,114.36,115.37,116.29,116.68,117.4,118.06,118.83,119.53,112.06,112.51,112.85,114.84,115.63,116.31,117.59,117.99,119.02,120.08,120.87,121.83,108.55,109.11,109.38,109.39,110.04,111.27,111.42,111.34,111.72,111.68,111.98,112.41,112.58,113.11,114.36,115.81,116.61,118.3,119.27,120.26,120.55,120.94,122.3,122.66
KOTA MALANG,107.51,109.75,110.34,110.35,111.45,112.01,112.41,112.8,113.02,114.45,114.59,115.96,106.77,110.18,110.48,110.53,111.56,112.23,112.45,112.8,113.15,115.33,115.47,116.99,106.72,107.13,107.1,106.95,107.5,108.14,108.42,109.22,109.01,109.02,109.28,110.6,111.26,111.26,113.73,113.73,115.77,115.86,117.09,117.15,117.37,117.65,117.65,118.49
KOTA PROBOLINGGO,113.92,114.48,115.33,115.62,116.14,116.64,116.87,117.08,117.16,117.58,118.04,118.36,116.13,117.02,118.48,118.47,118.76,119,119.47,119.52,119.77,119.88,119.95,120.14,105.94,105.59,105.35,106.58,107.67,108.62,107.94,108.66,107.78,108.37,108.42,108.86,114.95,115.41,115.48,115.77,116.42,117.27,117.67,117.86,118.34,119.59,121.68,122.29
KOTA MADIUN,111.65,111.91,112.06,112.58,113.5,114.25,114.64,115.07,115.31,115.84,116.76,117.94,110.3,110.4,110.35,110.81,111,111.63,111.97,112.28,112.52,112.9,113.12,114.74,114.21,114.26,114.32,114.67,117.53,117.86,118.14,118.64,118.41,118.6,120.19,120.13,112.74,113.74,114.61,115.58,116.35,117.97,118.7,119.43,120.23,121.7,123.97,125.37
KOTA SURABAYA,110.58,111.17,111.7,112.98,112.99,113.47,114.22,115.61,116.96,117.5,118.89,120.28,111.75,112.03,112.75,114.29,114.39,114.9,115.59,117.09,118.5,119.18,120.72,122.75,107.45,108.98,109.18,109.61,109.34,109.81,110.43,111.24,112.77,113.01,114.58,114.79,111,111.26,111.53,113.17,113.29,113.64,114.95,116.87,117.58,118.08,118.4,119.05
KOTA TANGERANG,116.94,117.99,118.66,120.2,120.43,121.05,122.77,124.35,126.42,128.59,128.95,129.9,119.51,119.88,121.33,122.62,122.85,123.83,125.55,127.1,129.16,131.76,132.13,132.85,110.99,112.34,111.15,111.13,111.65,111.69,112.97,114.45,117.31,118.86,119,121.4,114.88,117.61,117.69,121.31,121.31,121.38,123.48,125.26,126.68,128.18,128.69,129.03
KOTA CILEGON,107.03,108.5,108.73,109.52,109.83,111.81,112.48,112.59,114.55,115.09,115.91,117.66,109.11,110.36,110.74,110.89,110.89,112.59,112.6,112.73,113.29,113.76,114.8,117.83,103.35,107.03,107.1,107.78,107.8,108.77,110.17,109.38,109.25,109.47,111.11,111.48,105.72,106.24,106.35,108.24,109.24,112.25,113.61,114.21,119.69,120.52,120.53,120.94
